id,name,type,link,input_info,input_fmt,td_type,tdma,is-integrated,can-integrated,maturity,studies_maturity,run_stand_alone,license_type,output_info,output_fmt,programming_language,studies_citing_artifact,other_comments,trigger,trigger-description,interface-type,interface-subtype,is-integrated-using-interface-subtype,is-integrated-with,is-integrated-description,is-integrted-outcome
A20,code inspector,tool,https://help.sap.com/doc/saphelp_nw74/7.4.16/en-us/49/205531d0fc14cfe10000000a42189b/frameset.htm,['source code'],['source code'],"['architectural', 'design', 'code']",['measurement'],No,Yes,Academic Studies,S150,Yes,['open source'],['amount of technical debt'],['json'],['not specified'],S146,['nan'],Both,['executes the tool'],multiple,"['api', 'cli (standard input)']",['-'],['-'],['-'],
A21,code scene,tool,https://codescene.io/,['source code'],['source code'],['code'],"['monitoring', 'measurement', 'identification']",No,Yes,Examples,,Yes,['commercial'],"['code metrics', 'quality level']",['html'],['+25'],"S102,S105",['runs with github'],Automated Trigger,['runs with github'],api,['api (integrates with ci)'],['-'],['-'],['-'],
A22,codeflow,tool,https://www.getcodeflow.com/,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,No,['free'],"['code violations', 'code duplications', 'cyclomatic complexity']",['issues'],['javascript'],S117,['runs with github'],Automated Trigger,['runs with github'],api,['api (integrates with ci)'],['-'],['-'],['-'],
A23,codemr,plugin,https://www.codemr.co.uk/,['source code'],['source code'],"['design', 'code']","['representation/documentation', 'identification']",No,No,Academic Studies,"S139,S150",No,['commercial'],"['code metrics', 'code smells']",['html'],"['java', 'c/c++', 'skala', 'kotlin']",S136,['runs with intellij and eclipse'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A24,codemri,tool,https://codemri.com/,['source code'],['source code'],['design'],['measurement'],No,No,Academic Studies,S150,Yes,['commercial'],['amount of technical debt'],['html'],['not specified'],S146,['nan'],Human Trigger,['executes the tool'],gui,['gui'],['-'],['-'],['-'],
A25,codesonar,tool,https://www.grammatech.com/codesonar-cc,['source code'],['source code'],['code'],['identification'],Yes,Yes,Industrial Applications,S62,Yes,['commercial'],['code violations'],['text'],"['java', 'c/c++']",S69,['can be integrated with ide and repositories'],Automated Trigger,['executes the tool'],api,"['api (plugin for github)', 'api (integrates with ci)']","['api (plugin for github)', 'api (integrates with ci)']","['repository', 'development tool']","['integrated with github', 'integrated with jenkins']",
A26,codesonar,plugin,https://www.grammatech.com/codesonar-cc,['source code'],['source code'],['code'],['identification'],No,No,Industrial Applications,S62,Yes,['commercial'],['code violations'],['text'],"['java', 'c/c++']",S69,['can be integrated with ide and repositories'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['integrated with ide'],
A27,codevizard,tool,http://www.cs.umd.edu/~basili/hpcs/index.php_id=21,['source code'],['source code'],"['design', 'test', 'documentation', '']",['identification'],No,No,Academic Studies,S79,Yes,['free'],['td items'],['csv'],['java'],"S20,S83,S4",['nan'],Human Trigger,['executes the tool'],gui,['gui'],['-'],['-'],['-'],
A28,concernrecs,plugin,https://sourceforge.net/p/concernrecs/home/Home/,['source code'],['source code'],['design'],['identification'],No,No,Examples,,No,['open source'],['code smells'],['text'],['java'],S14,['nan'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['it is integrated as plugin in eclipse'],
A29,coverity,tool,https://scan.coverity.com/,['source code'],['source code'],['code'],"['measurement', 'identification']",No,No,Examples,,Yes,['free (for open source)'],"['code violations', 'code metrics']",['html'],"['java', 'python', 'javascript', 'c/c++', 'c#', 'ruby']","S40,S85,S101",['nan'],Human Trigger,['runs with github'],gui,['gui'],['-'],['-'],['-'],
A30,cppcheck,plugin,https://cppcheck.sourceforge.io/,['source code'],['source code'],['code'],['identification'],No,No,Examples,S29,Yes,['open source'],['code violations'],['text'],['c/c++'],S40,['plugins for several platforms'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A31,cppcheck,tool,https://cppcheck.sourceforge.io/,['source code'],['source code'],['code'],['identification'],No,No,Examples,S29,Yes,['open source'],['code violations'],['text'],['c/c++'],S40,['nan'],Human Trigger,['executes the tool'],gui,['gui'],['-'],['-'],['-'],
A32,cppdepend,tool,https://www.cppdepend.com/,['source code'],['source code'],"['architectural', 'design', 'code']",['identification'],No,No,Industrial Studies,S119,Yes,['commercial'],"['architectural smells', 'code violations', 'code smells']",['xml'],['c/c++'],"S22,S111",['nan'],Human Trigger,['executes the tool'],gui,['gui'],['-'],['-'],['-'],
A33,cppdepend,plugin,https://www.cppdepend.com/,['source code'],['source code'],"['architectural', 'design', 'code']",['identification'],No,No,Industrial Studies,S119,Yes,['commercial'],"['architectural smells', 'code violations', 'code smells']",['xml'],['c/c++'],"S22,S111",['can be integrated with sonarqube'],Human Trigger,['executes the tool'],gui,['gui (plugin for another automation artifact)'],['gui (plugin for another automation artifact)'],['artifact'],['plugin for sonarqube'],
A34,davidetaibi/sonarqube-anti-patterns-code-smells,plugin,https://github.com/davidetaibi/sonarqube-anti-patterns-code-smells,['source code'],['source code'],"['architectural', 'design']",['identification'],No,No,Examples,,No,['open source'],"['code smells', 'architectural smells']",['sonarqube-issues'],['java'],S89,['plugin for sonarqube'],Human Trigger,['executes the tool'],gui,['gui (plugin for another automation artifact)'],['gui (plugin for another automation artifact)'],['artifact'],['it is installed in sonarqube'],
A35,dbdeo,script,https://github.com/tushartushar/DbDeo,['sql statements'],['sql from github repositories'],['design'],['identification'],No,Yes,Examples,,No,['open source'],['database smells'],['csv'],['sql'],S64,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A36,debtfree,script,https://github.com/HuyTu7/DebtFree,['code comments'],['csv'],['satd'],['identification'],No,Yes,Examples,,No,['open source'],['self-admitted td items'],['csv'],['not specified'],S158,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A37,debthunter,tool,https://github.com/PandaMinore/DebtHunter-Tool,"['code comments', 'issue messages']","['source code', 'issues']",['satd'],['identification'],No,Yes,Examples,,Yes,['open source'],['self-admitted td items'],['csv'],['java'],S147,['new classification models can be trained'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A38,derec-gea,script,https://github.com/teomaik/DeRec-GEA,['source code'],['source code'],['architectural'],"['repayment', 'identification']",No,Yes,Examples,,No,['open source'],['refactoring suggestions'],['csv'],"['java', 'c/c++']",S97,"[""identify violations in the system's modularity""]",Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A39,designite,plugin,http://www.designite-tools.com,['source code'],['source code'],"['architectural', 'design', 'code']",['identification'],No,No,Industrial Studies,S26,Yes,['free'],"['architectural smells', 'design smells', 'code metrics']","['csv', 'xml', 'excel']","['java', 'c#']","S37,S71,S101,S102,S115,S138,S145,S153,S154,S160,S68",['plugin for visual studio and intellij'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['it can be installed in a IDE'],
A40,designite,tool,http://www.designite-tools.com,['source code'],['source code'],"['architectural', 'design', 'code']",['identification'],Yes,Yes,Industrial Studies,S26,Yes,['free'],"['architectural smells', 'design smells', 'code metrics']","['csv', 'xml', 'excel']","['java', 'c#']","S37,S71,S101,S102,S115,S138,S145,S153,S154,S160,S68",['nan'],Both,['executes the tool'],multiple,"['api', 'cli (standard input)']",['api'],"['artifact', 'development tool']",['can connect with other artifacts'],"td type
td activity"
A41,dude,plugin,https://wettel.github.io/dude.html,['source code'],['source code'],['code'],['identification'],No,No,Examples,,No,['free'],['code duplications'],['text'],['-'],S176,['nan'],Human Trigger,['executes the tool'],gui,['gui'],['-'],['-'],['-'],
A42,dude,tool,https://wettel.github.io/dude.html,['source code'],['source code'],['code'],['identification'],Yes,Yes,Examples,,Yes,['free'],['code duplications'],['text'],['-'],S176,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['cli (standard input)'],"['artifact', 'development tool']",['it is integrated using glue code'],"td type
td activity"
A43,dv8,tool,https://archdia.com/,['source code'],['source code'],"['architectural', 'design']","['measurement', 'identification']",No,Yes,Industrial Studies,S54,Yes,"['free', 'student', 'commercial']","['architectural smells', 'amount of technical debt', 'design smells', 'dependencies']","['json', 'csv']",['java'],"S61,S79,S102,S105,S145,S146,S154","['runs with github', 'it is also considered a tools suite', 'evidence of integration with depends']",Both,['executes the tool'],multiple,"['cli (standard input)', 'gui']",['gui'],['artifact'],['integrated with other artifacts'],
A44,emf refactor,plugin,https://www.eclipse.org/emf-refactor/,['metamodel'],"['xml', 'uml']",['design'],"['repayment', 'identification']",No,No,Examples,,Yes,['free'],"['design smells', 'design metrics', 'refactoring suggestions']","['xml', 'source code']","['specification languages (e.g.', 'java', 'ocl', 'uml)']","S50,S98,S124",['nan'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['integrates with eclipse'],
A45,eslint,tool,https://eslint.org,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,No,['open source'],['code violations'],['source code level via api'],['javascript'],S113,['it can be integrated in the ci'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A46,exa2pro,plugin,https://github.com/nikosnikolaidis/Exa2Pro-Plugin,['source code'],['source code'],['design'],"['prevention', 'prioritization', 'measurement', 'identification']",No,No,Examples,,Yes,['open source'],"['design smells', 'amount of technical debt', 'amount of interest']",['csv'],"['c/c++', 'fortran']",S139,['plugin for eclipse ide'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['plugin for eclipse'],
A47,exa2pro,tool,https://github.com/nikosnikolaidis/Exa2Pro-Plugin,['source code'],['source code'],['design'],"['prevention', 'prioritization', 'measurement', 'identification']",No,No,Examples,,Yes,['open source'],"['design smells', 'amount of technical debt', 'amount of interest']",['csv'],"['c/c++', 'fortran']",S139,['it is focused in scientific software systems'],Human Trigger,['executes the tool'],gui,['gui'],['-'],['-'],['-'],
A48,findbugs,plugin,http://findbugs.sourceforge.net/,['source code'],['source code'],['code'],['identification'],No,No,Industrial Applications,"S14,S21",Yes,['open source'],"['code violations', 'code metrics']",['text'],['java'],"S12,S19,S20,S27,S40,S44,S83,S113,S126,S162,S16",['plugin for eclipse ide'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['installed and ran inside eclipse'],
A49,findbugs,tool,http://findbugs.sourceforge.net/,['source code'],['source code'],['code'],['identification'],Yes,Yes,Industrial Applications,"S14,S21",Yes,['open source'],"['code violations', 'code metrics']",['xml'],['java'],"S12,S19,S20,S27,S40,S44,S83,S113,S126,S162,S16",['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['cli (standard input)'],['artifact'],['integrated with visminnerTD'],"td type
td activity"
A50,fixme-bot,bot,https://www.fixmebot.app/,['code comments'],['source code'],['satd'],"['monitoring', 'identification', 'representation/documentation', 'communication']",Yes,Yes,Examples,,No,['free'],['self-admitted td items'],"['pull requests', 'comment', 'pull request report']",['it uses github repositories'],S142,['runs with github'],Automated Trigger,['it is executed after each commit'],api,['api (plugin for github)'],['api (plugin for github)'],['repository'],['integrates with github'],
A51,gendarme,tool,https://www.mono-project.com/docs/tools+libraries/tools/gendarme/,['source code'],['source code'],['design'],['identification'],No,Yes,Examples,,Yes,['open source'],['code smells'],['text'],['c#'],S2,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A52,gssi/edelta_bad_smells,plugin,https://github.com/gssi/Edelta_bad_smells/,['source code'],['source code'],['design'],['identification'],No,No,Examples,,Yes,['open source'],"['code smells', 'refactoring suggestions']",['text'],['java'],S94,['nan'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['it is a library that is called inside eclipse by glue code'],
A53,javancss,script,https://github.com/nokia/javancss,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,No,['open source'],"['code metrics', 'cyclomatic complexity']",['xml'],['java'],S18,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A54,jcodeodor,tool,https://essere.disco.unimib.it/jcodeodor/,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,Yes,['open source'],['code violations'],['text'],['java'],"S29,S95",['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A55,jdeodorant,plugin,"https://github.com/tsantalis/JDeodorant
https://users.encs.concordia.ca/~nikolaos/jdeodorant/",['source code'],['source code'],['design'],['identification'],No,No,Academic Studies,S170,No,['open source'],"['code smells', 'refactoring suggestions']",['integrates with ide'],['java'],"S149,S161,S31,S32",['plugin for eclipse'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A56,jdepend,tool,https://github.com/clarkware/jdepend,['source code'],['source code'],['design'],['identification'],No,Yes,Examples,,No,['open source'],['design metrics'],"['xml', 'text']",['java'],S18,['library for java'],Both,['executes the tool'],multiple,"['api', 'gui', 'cli (standard input)']",['-'],['-'],['-'],
A57,jitterbug,script,https://github.com/ai-se/Jitterbug,['code comments'],['source code'],['satd'],['identification'],No,Yes,Examples,,No,['open source'],['self-admitted td items'],['csv'],['not specified'],S163,"['runs in a specific context', 'because it depends on a pre-processed dataset']",Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A58,jspirit,plugin,https://sites.google.com/site/santiagoavidal/projects/jspirit,['source code'],['source code'],['design'],"['prioritization', 'identification']",No,No,Academic Studies,,No,['open source'],"['code smells', 'refactoring suggestions']",['inside eclipse'],['java'],"S26,S36,S124,S149",['plugin for eclipse'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A59,kaleidoscope,tool,http://kaleidoscopetool.org/,['source code'],['source code'],"['design', 'code']",['identification'],No,No,Examples,,Yes,['needs a login'],"['code smells', 'design smells']",['not informed'],['java'],S49,['nan'],Human Trigger,['executes the tool'],gui,['gui'],['-'],['-'],['-'],
A60,kiuwan,tool,https://www.kiuwan.com/,['source code'],['source code'],['code'],['identification'],No,Yes,Examples,,Yes,['commercial'],['code metrics'],['json'],['+30'],"S105,S123",['its a commercial tool and few documentation was available'],Both,['executes the tool'],multiple,"['api (integrates with ci)', 'gui']",['-'],['-'],['-'],
A61,kiuwan,plugin,https://www.kiuwan.com/,['source code'],['source code'],['code'],['identification'],No,No,Industrial Studies,S132,Yes,['commercial'],['code metrics'],['json'],['+30'],"S105,S123",['plugin for several platforms'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A62,klocwork,plugin,http://www.klocwork.com,['source code'],['source code'],"['design', 'code']",['identification'],No,No,Industrial Studies,S10,Yes,['commercial'],"['code smells', 'code metrics']","['json', 'pdf', 'xml']","['java', 'python', 'javascript', 'c/c++', 'c#']",S8,['plugins for several platforms'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A63,klocwork,tool,http://www.klocwork.com,['source code'],['source code'],"['design', 'code']",['identification'],No,Yes,Industrial Studies,S10,Yes,['commercial'],"['code smells', 'code metrics']","['json', 'pdf', 'xml']","['java', 'python', 'javascript', 'c/c++', 'c#']",S8,['ready for ci'],Both,['executes the tool'],multiple,"['api', 'cli (standard input)']",['-'],['-'],['-'],
A64,lattix,tool,https://www.lattix.com/,['source code'],['source code'],['architectural'],['identification'],No,Yes,Industrial Studies,S56,Yes,['commercial'],['architectural smells'],['json'],['not specified'],"S62,S102,S111,S150,S7",['ready for ci'],Both,['executes the tool'],multiple,"['api (integrates with ci)', 'gui']",['-'],['-'],['-'],
A65,NAIST-SE/SATDinBuildSystems,script,https://github.com/NAIST-SE/SATDinBuildSystems,['code comments'],['source code'],['satd'],['identification'],No,Yes,Examples,,No,['open source'],['self-admitted td items'],"['json', 'csv']",['-'],S171,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A66,ndepend,tool,https://www.ndepend.com/,['source code'],['source code'],"['architectural', 'design', 'code', 'test']","['measurement', 'identification']",No,Yes,Academic Studies,S113,Yes,['commercial'],"['code violations', 'code smells', 'architectural smells', 'amount of technical debt', 'test coverage']",['html'],['c#'],"S105,S123,S126,S146,S151,S7",['nan'],Both,['executes the tool'],multiple,"['api (integrates with ci)', 'gui']",['-'],['-'],['-'],
A67,organic,plugin,https://github.com/opus-research/organic,['source code'],['source code'],['design'],['identification'],No,No,Examples,,No,['open source'],['code smells'],['json'],['java'],S176,['nan'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['gui (plugin for ide)'],['development tool'],['plugin for eclipse'],
A68,pclint,plugin,https://pclintplus.com/,['source code'],['source code'],['code'],['identification'],No,No,Industrial Studies,S21,Yes,['commercial'],"['code violations', 'code metrics']",['text'],['c/c++'],"S27,S40",['plugin for visual studio'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A69,pclint,plugin,https://pclintplus.com/,['source code'],['source code'],['code'],['identification'],No,No,Industrial Studies,S21,Yes,['commercial'],"['code violations', 'code metrics']",['text'],['c/c++'],"S27,S40",['nan'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A70,pclint,tool,https://pclintplus.com/,['source code'],['source code'],['code'],['identification'],No,Yes,Industrial Studies,S21,Yes,['commercial'],"['code violations', 'code metrics']",['text'],['c/c++'],"S27,S40",['nan'],Both,['executes the tool'],multiple,"['api (integrates with ci)', 'cli (standard input)', 'gui']",['-'],['-'],['-'],
A71,phpmd,tool,https://phpmd.org/,['source code'],['source code'],"['design', 'code']",['identification'],No,Yes,Examples,,Yes,['open source'],"['code smells', 'code violations']","['json', 'xml', 'html', 'text', 'gitlab', 'github']",['php'],S116,['ready for ci'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A72,piranha,script,https://github.com/uber/piranha,['source code'],['source code'],['code'],['repayment'],No,Yes,Industrial Applications,,No,['open source'],['refactoring actions'],['no output'],"['java', 'javascript', 'objectiv-c', 'swift']",S99,['it works for a very specific type of code td (use of feature flags)'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A73,pmd,tool,"https://pmd.github.io/
http://pmd.sourceforge.net",['source code'],['source code'],['code'],['identification'],Yes,Yes,Industrial Applications,S10,Yes,['open source'],['code violations'],"['json', 'csv', 'xml', 'html', 'sarif', 'text']",['java'],"S8,S19,S43,S51,S63,S77,S98,S109,S112,S117,S124,S141,S149,S161,S167,S66,S30,S31,S93",['nan'],Both,['executes the tool'],multiple,"['api', 'cli (standard input)']",['api'],['artifact'],['integrates with visminnertd'],"td type
td activity"
A74,ptidej,plugin,"https://www.ptidej.net/
https://bitbucket.org/ptidejteam/ptidej-5/src/master/",['source code'],['source code'],['design'],['identification'],No,No,Examples,,Yes,['open source'],['code smells'],['text'],['java'],"S85,S165,S32",['few documentation available'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A75,puppeteer,script,https://github.com/tushartushar/Puppeteer,['source code'],['source code'],['design'],['identification'],No,Yes,Examples,,No,['open source'],['configuration smells'],['csv'],['puppet'],S42,['it refers to configuration smells in the context o puppet'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A76,pylint,plugin,https://www.pylint.org/,['source code'],['source code'],['code'],['identification'],No,No,Industrial Applications,S62,Yes,['open source'],"['code metrics', 'code violations']",['json'],['python'],S69,['plugins for several platforms'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A77,pylint,tool,https://www.pylint.org/,['source code'],['source code'],['code'],['identification'],Yes,Yes,Industrial Applications,S62,Yes,['open source'],"['code metrics', 'code violations']",['json'],['python'],S69,['provides an api'],Both,['executes the tool'],multiple,"['cli (standard input)', 'api (plugin for github)']",['api (plugin for github)'],['repository'],['integrated with github'],
A78,quyang-hub/GNN-and-Imbalance-for-TD-model,script,https://github.com/quyang-hub/GNN-and-Imbalance-for-TD-model,['code comments'],['json'],['satd'],['identification'],No,Yes,Examples,,No,['open source'],['self-admitted td items'],"['json', 'csv']",['-'],S174,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
A79,radon,plugin,https://radon.readthedocs.io/en/latest/index.html,['source code'],['source code'],['code'],['identification'],No,No,Academic Studies,S92,No,['open source'],"['code violations', 'maintainability index']","['json', 'xml']",['python'],S129,['plugin for flake8'],Human Trigger,['executes the tool'],gui,['gui (plugin for ide)'],['-'],['-'],['-'],
A80,radon,tool,https://radon.readthedocs.io/en/latest/index.html,['source code'],['source code'],['code'],['identification'],No,Yes,Academic Studies,S92,Yes,['open source'],"['code violations', 'maintainability index']","['json', 'xml']",['python'],S129,['nan'],Both,['executes the tool'],cli,['cli (standard input)'],['-'],['-'],['-'],
